7.2145	1150.0005	9.22307E+06	100
7.23822	1138.731687	7.73129E+06	100
7.26194	1127.609623	5.59410E+06	100
7.28566	1116.63193	5.7083E+06	100
7.30938	1105.796271	5.12053E+06	100
7.3331	1095.100356	3.30933E+06	100
7.35682	1084.541942	3.20918E+06	100
7.38054	1074.118824	2.06672E+06	100
7.40426	1063.828843	1.380418E+06	100
7.42798	1053.66988	1.08E+06	100
7.4517	1043.639856	586659.0	100
7.47542	1033.736731	-298556.0	100
7.48965	1027.854935	-1.04943E+06	100
7.49914	1023.958507	-1.04399E+06	100
7.52286	1014.303218	-1.4071E+06	100
7.54658	1004.768941	-1.45651E+06	100
7.5703	995.3537837	-1.55717E+06	100
7.59402	986.0558928	-2.64566E+06	100
7.61774	976.873448	-1.81187E+06	100
7.64146	967.8046631	-1.94208E+6	100
7.66518	958.8477849	-2.65558E+06	100
7.6889	950.0010926	-3.3235E+06	100

