7.2145	1150.0005	9161716.1949	100.000295326
7.23822	1138.731687	7482592.6558	100.00019208
7.26194	1127.609623	6636275.77594	99.9999096561
7.28566	1116.63193	5121463.90604	99.9997851999
7.30938	1105.796271	4317080.73736	100.000834657
7.3331	1095.100356	3643774.15964	100.000300215
7.35682	1084.541942	2825526.88696	99.9987895999
7.38054	1074.118824	2312391.35135	100.001026625
7.40426	1063.828843	1379419.31636	100.000454859
7.42798	1053.66988	1137688.53959	100.000400957
7.4517	1043.639856	345802.476976	100.000182899
7.47542	1033.736731	333264.788237	99.9995145771
7.48965	1027.854935	-120838.77082	99.9999500635
7.49914	1023.958507	-300217.456082	99.9990233382
7.52286	1014.303218	-328562.595856	100.000474893
7.54658	1004.768941	-731011.519855	99.9989070631
7.5703	995.3537837	-1231230.0012	100.001147045
7.59402	986.0558928	-1334837.11389	99.9991400874
7.61774	976.873448	-1168891.86433	100.000974393
7.64146	967.8046631	-1565769.3023	100.002480835
7.66518	958.8477849	-2047233.84437	99.9992087111
7.6889	950.0010926	-1950108.21169	100.000107643
